number,opened_at,amount,state,short_description,ci,user,department,category,processed_date,source_id,type,location,processing_period
acecd3e6-783c-46bb-aedc-c7b357f8f31d,2024-04-15 06:24:49,27261.0,Submitted,Nation foot claim improve a send. Travel,likely,xsmith,IT,Miscellaneous,2024-06-18 09:09:50,d69d5220-a0d2-43ca-8d4d-8c3ef1784939,One-time,South America,64
635333c3-b85d-463c-b2a5-62c12bdc1f70,2024-08-16 17:08:09,71010.40000000001,Pending,Now still serious television. Asset,lay,christopher10,Product Management,Services,2024-02-02 19:34:48,fb018ac7-1807-4131-ac83-53aaa4b34247,Recurring,Asia,-196
581b634b-d804-4fa8-827f-c0d60c404aa1,2024-08-19 10:15:48,52909.600000000006,Declined,Top notice less until language memory dinner. Asset,soon,larsoncassandra,Customer Support,Assets,2024-02-13 07:55:54,5600035e-b348-45fe-999b-158b64ab839b,Recurring,Europe,-189
95975cdc-fced-4115-adc4-f5df342363a0,2024-09-07 22:05:54,19165.0,Processed,Range election his financial.,treat,ifoster,Development,Assets,2024-10-05 16:07:54,e1b608e1-fae2-456c-990b-47aba4219e90,Recurring,North America,27
0751e35a-725c-4f07-9fbc-90b122b55465,2024-01-13 13:33:53,85789.0,Declined,Face coach nature tree particular window bank.,certain,oharrison,Customer Support,Travel,2024-01-18 10:34:30,b3757f1e-a0d0-4b15-965d-b7c2ad28bb7d,One-time,Europe,4
6860b07a-8c11-4a9e-92fb-08c22d29e696,2024-03-02 05:04:06,56656.32,Pending,Food mouth player public. Service Asset,material,smithstephen,Sales,Services,2024-01-27 12:48:39,3e6cfe51-b994-4915-8431-e2efaeed5788,One-time,North America,-35
d19e99de-4f95-4be7-9214-74f2c09eba26,2024-10-17 22:26:35,27936.48,Declined,Citizen item pressure test age care. Cloud Asset,home,jeanettelopez,Development,Assets,2024-07-30 12:14:55,f6dc79cc-05c1-450d-bf78-53a2778bb3f7,One-time,Europe,-80
584a3108-372f-4245-a40b-f147ecb8e1f0,2024-04-03 11:19:29,31398.0,Declined,Far understand explain through.,task,mstark,Sales,Assets,2024-07-14 06:35:30,8864fa99-e1d8-4ce4-8d1d-cb8d508c3911,One-time,Africa,101
f9f92026-edea-4960-9139-7c4b364ddc47,2024-08-16 16:26:31,18824.13,Declined,Through picture ten. Cloud Equipment,board,dmckay,IT,Miscellaneous,2024-10-27 04:38:59,9d29d02e-a5a4-4519-b3cf-7ccead564e0a,Recurring,Asia,71
0bacec53-6985-4a1f-9727-4a7f5119b848,2024-10-29 19:49:23,8074.400000000001,Processed,Author traditional not term less effect. Asset,heart,williamgraham,Development,Travel,2024-10-29 21:07:52,b8adf2e2-ad44-4603-a902-7d0aa779ed1b,Recurring,South America,0
422bdd56-fd33-4c01-b0b1-de54cd5cacf1,2024-07-10 10:08:18,39838.0,Pending,Stage stand treat help table rich mission federal.,treat,marquezalexandra,Sales,Services,2024-09-11 15:10:58,4cac5c77-4f1e-400b-ba1d-4edd7e37f8b1,Recurring,Europe,63
9fe52f1d-9196-4452-9a77-a7be273e452c,2024-06-25 00:34:53,50249.0,Pending,Brother parent draw natural behind.,task,ksutton,Customer Support,Travel,2024-06-13 13:43:04,28b85eb0-1631-4e25-aea9-223bdcd7eb77,One-time,Europe,-12
2e994418-8750-42ec-8da4-422c5858fe05,2024-04-09 17:43:16,25029.0,Declined,Medical kind cut.,record,oharrison,IT,Services,2024-02-20 02:10:55,66e438a1-1c24-4561-a74e-03f8d7f096c5,Recurring,Africa,-50
da9b9ed1-c034-4268-a74b-31e5dc38007c,2024-03-06 15:01:51,21252.239999999998,Declined,Can involve she future indeed choice. Service Equipment,likely,orodriguez,HR,Travel,2024-07-26 09:30:39,588c1c41-551f-405b-a400-60ca97622a5e,Recurring,North America,141
f199254b-cf0f-4ac0-b6c6-da3fc2cc95fa,2024-06-14 12:17:54,16009.5,Submitted,Teach with turn. Travel,soon,lphillips,IT,Assets,2024-09-09 21:52:18,6f444322-1501-4c95-bccf-e9780a918dfd,Recurring,North America,87
98b9683e-4d35-4f59-82da-d2868c637fd4,2024-04-13 00:14:51,29825.0,Pending,Poor many blood popular whole.,seat,larsoncassandra,IT,Services,2024-04-27 15:57:13,1124c846-68f9-4958-b321-f0cd47c0819e,Recurring,Asia,14
39d98710-5126-4996-bf34-bd0242f79913,2024-07-02 09:10:45,13303.0,Submitted,Money visit who government executive foot.,lay,solomonsydney,IT,Services,2024-01-22 12:52:24,58c14e14-d43b-4a50-9c4d-6c8f20c91a34,One-time,Europe,-162
34ff6ae2-8b12-4498-95fe-e418a61867c7,2024-04-06 18:02:53,62050.0,Declined,Second those near discover small his store.,history,ynelson,Finance,Assets,2024-01-30 10:08:48,ceab339f-0de1-427a-a1bb-114e7f87da74,One-time,Asia,-68
91081cea-43c8-4025-a9b0-ab0f10b9ca0e,2024-06-04 14:00:31,21102.0,Pending,Investment series foot health nice garden form. Service,record,jennifer24,IT,Miscellaneous,2024-07-30 03:53:23,ebd52ab3-33ed-4c2a-97e6-e79d1272a219,Recurring,Asia,55
830b4e93-07d9-4cf6-b701-07cb6f55b23d,2024-05-09 15:20:15,59540.4,Pending,Group only her pretty. Equipment,treat,jeanettelopez,Customer Support,Assets,2024-07-28 16:45:20,f7637fe0-2162-43d8-8232-ae934b6b0b8f,One-time,Africa,80
2f354b1c-71a0-4221-bffc-541ece075744,2024-06-02 15:25:12,87958.5,Submitted,Morning approach child carry. Travel,seat,igarcia,Sales,Services,2024-01-30 05:28:01,a2168f61-25be-4be3-9d9b-31c778500c48,One-time,Asia,-125
8245a1bf-e569-4b8f-85e9-2fc90d58b0e5,2024-01-31 12:38:53,61119.6,Processed,Some positive size around action chair. Service,lay,lbrewer,Sales,Miscellaneous,2024-06-18 12:31:03,2c5664e9-c701-4846-b052-b068885bbb70,One-time,Africa,138
a925667c-b4d2-43cb-ae06-963d534bc4b0,2024-03-31 08:30:30,174326.4,Pending,Station quality speech door note thing. Travel Service,amount,dwaters,Product Management,Assets,2024-07-04 01:23:34,f9afdfa3-afc8-44c2-8328-242eaf038a95,Recurring,North America,94
5a6dbdb2-2cbe-49d9-b909-70cc303244a6,2024-10-10 17:19:37,103608.0,Processed,Be assume letter care citizen car give. Travel,home,tmccoy,Customer Support,Travel,2024-10-22 21:56:33,8015bed8-846e-42c5-82b2-e43cb4ab1826,Recurring,North America,12
053062fb-c1f8-414a-9c19-f374c0247a41,2024-07-22 04:42:43,109294.38,Processed,Different animal sell answer head actually. Cloud Equipment,amount,wromero,Customer Support,Services,2024-07-23 07:22:53,83bccf0e-c4aa-4702-8c29-d0547d914510,One-time,North America,1
68a48e8c-8883-46b6-90e5-06def3f40823,2024-07-31 04:57:20,34199.1,Declined,Process call different find improve today woman. Cloud,task,ynelson,Development,Assets,2024-06-02 06:16:59,74bda67d-2d9c-40de-9be3-a252ac34ac93,One-time,Europe,-59
9fff1788-ae2c-41de-80ab-3c1229607858,2024-07-24 10:05:41,69708.0,Submitted,Under until network brother itself.,material,tmorgan,Sales,Services,2024-04-28 17:39:01,0e0864c8-cd83-49b7-ad17-49feeff70f9b,One-time,North America,-87
558b9a23-cb75-4d9d-833e-9e4175c2dc90,2024-10-15 05:19:31,22713.0,Declined,Again author similar collection reality.,heart,ynelson,HR,Services,2024-08-18 02:38:15,d92a8454-a54b-4ac3-b84f-ac36cc07d652,Recurring,Africa,-59
b912867a-9d32-4811-9516-e84a5d414053,2024-02-22 06:20:57,16499.0,Processed,Throw raise whole child major whose go.,contain,ryananderson,IT,Services,2024-03-31 12:35:56,6851b802-b305-4861-b730-8bdc5b4c8439,Recurring,North America,38
e030d0e3-825c-46ae-b954-6bc8e22ebf83,2024-08-05 09:32:55,85534.2,Processed,Area organization fly message home. Equipment,contain,dmckay,Product Management,Services,2024-09-29 16:26:19,c0397a2d-eee5-4286-9567-49daebe41180,Recurring,Africa,55
9f40a27a-eebf-475d-8545-4782831c057c,2024-08-06 20:29:56,78927.0,Declined,Drug student fire image talk actually PM. Travel,among,dwaters,Customer Support,Services,2024-09-19 11:26:48,ffcd44d8-c9fe-42d5-817e-8f0916b812cb,One-time,Europe,43
f5dc2114-7746-4f02-8a7f-8852245439ed,2024-05-08 05:58:04,27467.294400000002,Submitted,Into before positive month painting. Travel Service Cloud Asset Equipment,among,lopezbrittany,HR,Travel,2024-06-18 23:53:58,cf4b4e3f-a959-4619-ac70-3b13b35fab6c,Recurring,Europe,41
cfcff0e1-1658-4d32-bd3d-1f89540eca3c,2024-01-06 12:53:48,113390.40000000001,Submitted,Personal toward kid ever become he choice. Travel Asset,treat,salasalexander,Product Management,Assets,2024-02-09 05:04:25,698ac47a-c16c-4407-83cd-d74f55c3e0fa,Recurring,North America,33
ea30e107-ff7b-4b31-ad3c-52a65cae1cac,2024-01-21 04:39:30,16207.0,Declined,Not people tax sound house.,history,ksutton,HR,Services,2024-01-08 13:07:04,eb195275-2ef7-414d-9417-b6d19f61cb85,One-time,North America,-13
9fc4eb60-beb6-4463-96e6-96d386ff799b,2024-02-24 00:11:59,106200.45,Processed,Environment choose speech. Travel Equipment,certain,ynelson,Product Management,Assets,2024-06-27 02:42:04,eeac9343-7bed-47ec-a97a-35a2dc52eb9e,One-time,South America,124
7cd4b2ca-4fdc-4546-9371-e7870e1a7f20,2024-07-03 22:53:45,11133.0,Submitted,Small write sport.,certain,xsmith,IT,Assets,2024-09-28 01:22:55,adbef01a-b84f-4384-9ef7-f9c65597e936,One-time,Europe,86
2f17d917-e3f5-48ad-bb2c-befc4754ce3e,2024-03-21 12:45:41,12684.0,Declined,Candidate industry debate three once.,certain,tmorgan,IT,Services,2024-03-27 15:40:26,7f8fa119-7110-4bba-9d08-a34ef661312d,Recurring,Europe,6
9abcb569-b55d-47d3-9279-ba186f361885,2024-04-09 23:28:06,37080.16,Processed,New detail away reason. Cloud Asset,task,tmorgan,Sales,Assets,2024-06-17 08:54:11,136d2f9a-8934-4fa2-8bc6-d5c16fc15308,One-time,Europe,68
ef942133-c564-4109-ad08-db4ffc36ed51,2024-06-14 12:44:07,34271.25,Submitted,Family laugh letter doctor suddenly care decade. Travel Cloud,lay,dwaters,HR,Services,2024-03-06 12:55:01,2cf47d18-2bcd-4f86-97f0-654bb9459275,Recurring,Europe,-100
1b2e46ee-842a-42cc-9999-5bce163acc16,2024-02-07 02:08:38,70563.48,Submitted,Day exactly can color. Service Cloud,record,gloria71,Sales,Services,2024-04-22 06:09:54,56cf5a51-7175-4171-98a1-e8fac7228819,Recurring,Asia,75
320c3320-d472-4cc8-8fca-ebc5a91cbe51,2024-10-18 00:33:26,26146.0,Pending,Response office house deal spend whatever animal.,board,richard36,Development,Assets,2024-03-15 19:37:10,dc237a1d-b587-46af-ac40-4d89087d924c,Recurring,Europe,-217
d60cfdf5-b6d4-4525-bc12-1a0bb0982918,2024-02-18 16:44:38,63938.0,Declined,Lose per quickly long.,likely,jamesgarcia,Finance,Assets,2024-10-29 12:40:51,d851cee6-3156-4d5e-8dca-3dba7c6de629,One-time,Asia,253
f5b70588-37d0-491c-85bd-223bddadbe2b,2024-08-13 04:52:24,22341.600000000002,Processed,Popular success matter establish. Equipment,fear,jamesgarcia,IT,Services,2024-08-28 11:35:21,dca3ca79-9c3b-40f3-91ba-c387dbeb0770,One-time,Europe,15
14329776-de2d-4559-bbbb-64a91590d541,2024-06-09 22:49:27,93576.6,Submitted,Several foreign author. Travel Cloud,home,smithstephen,Sales,Assets,2024-05-04 23:02:25,940c869d-9703-4ef2-95f6-60feb7c21be6,Recurring,Asia,-36
ba032504-3196-47c7-9a60-9a94603487d2,2024-06-13 17:08:37,10132.0,Pending,Compare partner especially give least life.,among,dmckay,HR,Services,2024-02-10 16:30:06,4879ee72-0240-44e3-9da7-868e22d828fe,Recurring,Africa,-125
5e57b0a8-eab4-482e-9510-0d87410a061b,2024-08-09 13:10:37,38499.12,Processed,Natural leader source manage letter. Asset Equipment,board,lbrewer,Finance,Assets,2024-10-18 20:28:20,8a8fb6fd-7efd-4b70-8da8-8d3143fbf1e8,Recurring,North America,70
86b1f685-32fb-4cad-8bb1-a2e08cf666d2,2024-05-22 00:56:52,26875.2,Submitted,Quality page must race share much. Service,likely,larsoncassandra,Development,Services,2024-05-03 07:05:59,f80db90d-4a60-45a3-bcb0-4794bf9c7a13,Recurring,South America,-19
7ab1b98a-e7b8-4087-ae59-941736255cb4,2024-07-03 05:30:13,66629.0,Processed,Person true example involve.,among,martin69,Product Management,Services,2024-10-10 08:12:36,ca4944ea-f577-459d-8594-99dee8b89c4a,Recurring,Asia,99
0cfaf9dc-c551-4c3e-81a3-e73e4b855818,2024-08-19 14:23:32,107250.0,Processed,Mention view create get involve country. Travel Cloud,year,orodriguez,Finance,Travel,2024-09-23 23:28:30,e74da2d8-e321-4504-92e6-46bf900164f9,One-time,North America,35
cc493046-8e4e-49f4-84da-e8a2e4027a7a,2024-06-16 15:51:51,18739.08,Submitted,Last her land trouble there eat. Service Equipment,board,jeanettelopez,HR,Services,2024-02-19 10:45:48,8b2a50d3-5204-4a83-83f3-c2270fad3edd,Recurring,Europe,-119
fc60646a-79e6-4489-bdfd-88c22e1450ec,2024-04-19 12:45:38,23223.2,Processed,Whom resource feel doctor certainly argue feel. Asset,among,larsoncassandra,IT,Services,2024-09-12 01:06:58,d7c7a6a0-4890-441a-afe4-af24fe10eeb9,One-time,Africa,145
2eca8f51-db4d-460a-90b8-a314ce73ed5f,2024-06-23 21:03:39,30303.2,Processed,For baby executive career civil level. Asset,soon,salasalexander,Sales,Assets,2024-10-29 03:55:57,4d15808a-e894-4471-a492-4c5df004ce24,Recurring,South America,127
a56762db-a61c-4da9-a438-a974c8495470,2024-10-15 05:29:46,33938.4,Declined,Always defense do must technology. Service,record,gloria71,IT,Travel,2024-04-11 17:09:42,96070826-fa2c-4214-aa05-982073e25061,Recurring,Asia,-187
4a38abf6-492a-4626-bda5-b10dbfbfb0e0,2024-02-15 21:30:03,32439.0,Submitted,Suffer station history who smile area name. Travel,fear,ynelson,Development,Services,2024-08-28 01:30:14,11132a43-dd0e-4432-a030-1c581bcd9fe3,Recurring,Europe,194
1292c17c-0fd9-4232-bc29-66ba9b50a3bc,2024-05-30 11:32:39,30652.5,Submitted,Modern my travel ability. Travel,soon,dmckay,HR,Assets,2024-01-16 12:13:16,20d158c0-5fe2-4a23-8986-35d55a181bb7,One-time,North America,-135
b3e57768-691a-4d14-bf78-00a0cee0935f,2024-09-12 01:21:41,22503.0,Processed,Sport lot single. Travel,heart,williamgraham,IT,Travel,2024-09-30 01:19:27,b2b100a9-0b23-452c-8020-30beaf87765e,Recurring,Europe,17
9fbae3c1-a325-4052-ba0e-c97dbd833dc3,2024-07-02 08:37:22,12092.800000000001,Declined,Management wear choice continue able. Asset,amount,jacksontodd,Development,Services,2024-07-22 03:17:37,187dd440-8ce0-4a96-aa6a-9a1194c343fe,Recurring,Asia,19
10d36790-9f37-4263-a545-8cf75218ee0a,2024-04-22 01:57:15,84613.0,Declined,View all red second.,home,david57,Product Management,Assets,2024-04-29 10:14:39,18cb3ba6-7e6c-437d-984d-2813a1b07936,Recurring,Europe,7
8f3f5858-a875-4f81-a4de-fa863ceb5fa8,2024-04-28 18:43:18,82998.0,Declined,Response month network run police benefit word mouth. Service,lay,christopher10,Customer Support,Assets,2024-01-25 05:13:28,467dcd78-1a87-4a14-841c-126aaf29c384,One-time,North America,-95
1c5807f3-dcbe-492c-a04e-22c5b6d087b0,2024-09-06 22:58:19,12549.6,Declined,Real worry day buy create meeting like. Equipment,truth,thomasparrish,HR,Services,2024-10-14 17:56:42,53a7d758-adc3-45be-a761-6f26574a2488,Recurring,South America,37
48a4a315-fcb8-4202-90f8-d1f0bf672974,2024-02-14 03:08:32,78282.1,Declined,Sure learn pick add theory moment range already. Cloud,certain,gberry,Sales,Assets,2024-08-04 00:02:56,59ab1b04-d78e-4e87-8c48-41a28ee9a953,Recurring,South America,171
27ccefb0-653d-434b-929e-0c5e846f9c24,2024-03-08 15:55:19,26650.8,Declined,Expect recently room career remember along. Service,contain,davisamanda,IT,Services,2024-10-08 19:25:02,2ce59408-653d-4ff7-b485-e273a821166c,One-time,Asia,214
54634440-5527-4b3f-82dd-5457adadd89b,2024-02-26 13:52:14,48675.0,Pending,Decade matter best. Travel,read,andersonclarence,Finance,Services,2024-08-03 12:25:46,eb482cf3-3c9d-4b1d-a6fa-d8b650d41c2c,One-time,Africa,158
3c2bf594-ba66-4502-a72c-f28d34ba41ba,2024-03-02 15:47:13,64981.0,Declined,North we plant both purpose office time.,read,ynelson,Sales,Services,2024-02-19 04:50:09,c61c04f1-b8d1-43b7-b43b-d2a81e914168,One-time,Africa,-13
90252241-cacb-4f5e-bc25-545171ea1ca8,2024-02-03 11:26:56,49155.200000000004,Declined,Fill believe trial. Asset,certain,kennethbennett,Finance,Assets,2024-01-26 17:15:58,0ed6ac49-0b28-448d-9a3e-64033eccb2f0,Recurring,South America,-8
9a2dcd49-40a4-4aef-9895-236fe999a541,2024-03-31 15:37:34,53437.0,Pending,Talk pull central everyone including.,seat,larsoncassandra,Finance,Travel,2024-10-24 07:39:14,5d2e538c-557b-4343-a52e-e918dc901f48,One-time,South America,206
6db2edbb-94e9-425d-a6ea-519d1eb8c528,2024-08-16 07:11:52,33846.0,Declined,Again during throughout information protect act. Travel,heart,andersonclarence,Development,Travel,2024-04-26 20:54:59,4ce8d328-9809-4027-a31b-4c4d4663ea76,Recurring,North America,-112
ef39ab74-3a7e-492c-885f-55060e6c6965,2024-08-05 16:05:37,167232.6,Pending,Real face half. Travel Service,among,tmorgan,Product Management,Travel,2024-07-24 08:33:42,9bd8866b-ba1c-4e0b-be0d-c2570f97c6f4,Recurring,Europe,-13
54cc3e3f-139d-4d95-9f07-ae68d2fba11d,2024-04-12 14:32:49,37690.0,Pending,Police guy third whole.,fear,downscorey,Finance,Services,2024-07-10 01:08:59,c24ba0f7-c50e-49e6-9e38-634276e0368b,One-time,Europe,88
8b6ee350-49f4-4513-8db2-4eed9864bdb9,2024-02-17 13:22:50,15247.2,Pending,Somebody learn wife husband. Asset,fear,orodriguez,HR,Services,2024-02-09 18:08:50,596f5226-bcb8-4ced-8de5-3fa6b62256f1,One-time,Africa,-8
2231cd21-de13-4b8c-afbc-0952b9b7069d,2024-09-26 18:57:02,30588.0,Submitted,Tv simple mention smile serious door. Travel Asset,truth,aaron97,IT,Travel,2024-08-06 14:41:05,dcc97893-0311-44cc-b8ba-5ec68490152d,Recurring,Europe,-52
111c31fa-84cd-4b38-96bb-288ab1362fa3,2024-02-25 13:32:48,13195.520000000002,Declined,Require able him whom yard join. Cloud Asset,lay,orodriguez,Development,Travel,2024-02-24 13:35:17,774b4bce-40ba-4675-b192-2724d88b0f6f,Recurring,North America,-1
83bcefe0-4ebf-41a6-b267-1491b12ee92c,2024-03-16 06:48:11,78725.0,Submitted,Memory finally drive music alone.,certain,ifoster,Product Management,Assets,2024-05-03 22:26:57,f187fe98-4c6a-4024-8601-4be6baea072a,One-time,Africa,48
5178c18a-3a55-4b81-a147-8f9fb27fb7eb,2024-05-12 07:53:13,23404.8,Processed,Item personal ball win start get. Service,fear,larsoncassandra,IT,Services,2024-05-27 13:18:35,89087d46-08b5-4f9b-834d-bf1021b605b4,Recurring,Asia,15
7b2f240c-7972-41fe-9284-ded1b621bf33,2024-07-24 10:47:53,15223.0,Processed,Direction plan again base artist before mission. Cloud,task,downscorey,HR,Assets,2024-09-17 09:44:32,186a0a76-af10-4155-9f5e-3f391f726560,Recurring,Europe,54
8ea13935-0ddf-4202-b862-09b834506ecc,2024-04-17 19:43:21,66021.0,Declined,Significant him large radio according. Travel,material,ynelson,Sales,Services,2024-09-30 05:15:52,62d982bf-d8e6-468c-9326-5284c1d9700d,Recurring,South America,165
efea94ec-6297-45b5-b242-8c5272f8db11,2024-07-30 03:24:57,23254.0,Processed,Adult bank fire station.,board,donald65,HR,Miscellaneous,2024-08-18 02:32:40,81972481-d331-4dd7-a669-d20d7452dc2e,Recurring,Europe,18
4c9ca745-f972-4597-987c-f6c0c6873584,2024-07-18 04:27:38,18091.08,Submitted,System produce response cell decide. Service Equipment,seat,jennifer14,IT,Travel,2024-08-22 11:05:57,3d6833f9-58ca-4c84-8a8c-5f1767e2c770,One-time,Asia,35
072d24e6-b706-48a9-b47e-b64b7f2d400f,2024-01-09 14:00:04,91222.5,Declined,Officer into throughout. Travel,material,orodriguez,Finance,Services,2024-06-17 22:54:17,459ff050-b01a-4f1a-a6c9-69807147384e,One-time,Africa,160
3d6d571e-fd65-40af-8a02-c5ca9048c92f,2024-05-27 09:42:56,18028.5,Declined,Writer financial brother thought arrive production. Travel,treat,solomonsydney,IT,Travel,2024-01-09 15:41:43,54baf4ed-4487-4bad-921e-cae38ab113a3,Recurring,Europe,-139
a9f79c72-af70-424f-b3ab-340421ab7d60,2024-07-19 03:36:59,88667.0,Submitted,Century above bag.,certain,bgordon,Product Management,Services,2024-10-20 22:33:03,db791d31-7eb8-4a89-b37a-ad842867219b,One-time,Europe,93
0df404af-131a-4c37-9edb-93f6030f4411,2024-06-26 09:21:02,81457.5,Processed,Local keep least up so reality need including. Travel,board,smithstephen,Sales,Services,2024-07-29 03:15:29,d02dd1eb-e745-4da2-b8c6-57174248011b,One-time,Asia,32
5ab4ac15-9d91-443f-ba2b-e4af86f5410e,2024-08-13 02:56:00,29135.0,Processed,Close want each threat opportunity.,soon,ksutton,Development,Travel,2024-08-26 20:14:42,542f8046-db1e-4f31-964f-db8906b1fbee,One-time,North America,13
e3bb72ee-126f-496b-b3e4-5db903536d0c,2024-09-15 23:36:41,16342.560000000001,Pending,Cover do east wide must section lot. Asset Equipment,certain,oharrison,IT,Services,2024-06-03 01:30:20,64905c00-81c6-48a2-a16f-90620030c56d,Recurring,Asia,-105
204d8d45-c6ae-45ea-87d4-ebf203cbe38d,2024-03-20 18:54:21,63616.0,Submitted,Admit certain various rise nation.,history,dwaters,Product Management,Assets,2024-08-15 17:38:05,fde21d54-effa-404a-8e1e-da01b845776b,Recurring,Asia,147
c4dabf80-5349-4674-831e-b85ccc4adbce,2024-04-15 17:11:27,19745.856,Declined,Tv history person improve age. Service Cloud Equipment,soon,xsmith,IT,Services,2024-09-29 17:30:48,40b5390e-f32b-405f-bb71-bf1b04f816a5,One-time,Europe,167
46d3ad35-0b80-4369-bc2b-7817428cb187,2024-04-20 23:58:57,46000.799999999996,Processed,Late force performance similar short. Travel Service,among,flarsen,HR,Services,2024-08-31 11:29:11,8ea02950-f3be-4bad-ad28-f28d3370bf10,Recurring,South America,132
b3288259-8000-4965-9cfe-94a90057ca83,2024-04-10 17:42:34,96465.0,Declined,Next side politics side. Travel,task,ksutton,Finance,Assets,2024-10-05 11:02:56,14bef1f3-96b5-4904-8005-fb527f69c283,Recurring,Africa,177
297b4739-83bf-49d9-a1ca-d93c41eef21e,2024-05-20 15:27:32,12827.7,Pending,Success order down practice culture to. Equipment,year,dwaters,HR,Miscellaneous,2024-09-29 21:26:04,63b29b39-afdb-4bd6-97c0-632de89ebe11,One-time,North America,132
62f823b2-8594-4860-b5b8-6c2dce0194eb,2024-09-25 11:35:15,51108.0,Submitted,Dark full training either time quality.,board,tmorgan,Finance,Assets,2024-02-23 01:34:30,b561efe3-d353-4e28-80b5-bb9d16ee8281,Recurring,North America,-216
36c8ea4e-6034-4536-b42e-08b4add36bc5,2024-06-26 14:28:34,96060.6,Processed,Value usually recently which investment. Travel Equipment,read,gberry,Product Management,Assets,2024-09-16 18:37:47,1f455dd4-08f9-42dd-8b46-a0d24347a075,Recurring,Africa,82
47700468-996e-4cb2-ae5b-99d3e65dd576,2024-10-08 23:23:12,24921.600000000002,Pending,Talk themselves human base site end their war. Service Asset,certain,ksutton,Development,Services,2024-06-18 03:50:43,eb475d75-e89f-4728-a45d-02d0e1e8c6e8,Recurring,Africa,-113
dd01a275-2c07-4205-858e-c0d6dba3307b,2024-06-05 04:23:23,106376.4,Declined,Middle phone record quickly to sister event. Service,likely,riveraholly,Customer Support,Assets,2024-09-27 10:16:48,fa6e8a46-73ec-4a99-a8a5-c51ac6cf84b6,Recurring,Africa,114
2a29f286-9976-46b7-8252-bd0e953ef9ec,2024-02-02 17:09:38,61222.799999999996,Declined,Girl hour watch my staff. Service,soon,jennifer14,Sales,Services,2024-02-19 23:54:17,29a93f30-9dfc-4ac0-a5f4-92039531b0ec,Recurring,South America,17
dbca06ef-5802-4f72-ab26-c6fca8f82839,2024-02-20 09:19:01,64765.0,Processed,Without kid team wide serious large firm card.,among,aaron97,Sales,Assets,2024-10-28 16:05:26,1963feae-7545-487d-a3a9-7ed2e1399a44,One-time,South America,251
82fba3f5-984b-4e96-90ab-aae425ecf6f8,2024-03-17 06:48:03,48978.0,Declined,Hand around huge tough cost. Travel Equipment,contain,lbrewer,Sales,Miscellaneous,2024-07-02 07:51:20,f60ad21c-5b8a-4f87-b65f-047e0de6a286,Recurring,Africa,107
a6a17529-c989-4149-8f2e-7d2f7090722e,2024-02-20 07:48:32,48688.560000000005,Declined,Oil church peace education per. Service Equipment,among,tmccoy,Finance,Travel,2024-01-07 07:26:52,68da59c2-5bb3-49ee-ae05-120e4dd463bb,Recurring,South America,-45
f032fd24-ff9f-4c46-923e-41654f96563c,2024-08-26 05:28:38,77912.0,Pending,Start manager star skin research.,likely,wromero,Product Management,Assets,2024-06-11 05:08:33,e7bd8f3b-cf6d-4f45-b960-1ad2d71ecf31,One-time,Europe,-77
5e3031eb-806d-45f2-af33-105d334bec65,2024-02-15 04:08:09,20480.800000000003,Declined,Million increase own current which right serve. Asset,treat,downscorey,IT,Assets,2024-06-02 01:03:50,031c4c2b-0fe7-4efb-bf96-e1fecb3a6a1f,Recurring,South America,107
67dad328-c068-4d04-a439-704b1156f65b,2024-10-08 04:24:02,20353.2,Submitted,Check so low term cut law hold. Service,certain,ksutton,IT,Miscellaneous,2024-03-02 03:03:15,7f44c451-f8dd-47c9-90dc-e2d16e06fa09,Recurring,North America,-221
736bf0a2-7dbf-4784-845c-a279bf75eb11,2024-10-14 22:35:51,92761.2,Declined,Happen government agent suffer whom such area health. Travel Service,treat,bgordon,Customer Support,Travel,2024-06-08 15:42:34,74cf69d3-2535-4b69-ab98-9efdccb6d371,One-time,South America,-129
a39fcef6-1831-4561-93a6-63831094dab2,2024-04-28 05:50:35,23661.600000000002,Processed,Board firm instead relationship. Asset,history,lbrewer,HR,Services,2024-09-10 10:25:45,ec5d8b05-e6a4-44f1-be76-5794c912e838,One-time,South America,135
2d8fbd3a-f832-4f14-8f73-74a9a1191725,2024-08-14 18:51:27,19076.0,Processed,Live decide significant but subject focus state.,board,larsoncassandra,HR,Miscellaneous,2024-09-30 11:54:33,298dfac6-b124-4c84-9b01-227b488c234c,Recurring,Europe,46
b1d83e79-3ab1-44cc-92fe-a42305c249b4,2024-02-10 12:54:03,68393.52,Declined,Not affect data stuff outside. Asset Equipment,soon,salasalexander,Customer Support,Services,2024-08-16 13:43:35,d8eb296c-d25b-43f4-872b-fb9a97762736,One-time,Europe,188
dafd96f1-843f-48b4-8aeb-83f2e0feb8e6,2024-01-10 21:45:18,24922.0,Processed,Technology report newspaper you.,lay,elizabethmedina,IT,Services,2024-06-30 05:04:36,702531ca-1bb2-4910-9378-dec1f68e21ef,One-time,South America,171
40b08b67-c8ee-4b02-91f8-d8b434c5b21a,2024-05-16 18:19:29,79725.6,Processed,Health half service government player north body. Asset,amount,thomasparrish,Customer Support,Assets,2024-07-18 23:24:19,57611c24-1168-434b-b5d0-4ac247de71bd,One-time,Asia,63
