number,opened_at,state,short_description,ci,department,category,processed_date,source_id,type,location,processing_period
d1f968db-4978-4751-a7d8-7be618bccefc,2024-10-20 03:25:17,Pending,Tough treatment the specific decision treatment himself see. Equipment,lay,Sales,Miscellaneous,2024-05-22 20:02:06,6c8ea4fb-cf64-4829-81d2-55c4dec2914c,Recurring,Asia,-151
3f6ce561-60e9-4708-b0f0-79c6815d5f88,2024-09-28 07:58:00,Pending,Sound industry bank week.,amount,Customer Support,Travel,2024-01-31 13:50:12,7fc9ab46-8a66-4ca7-9c16-e3f672e914ff,Recurring,Europe,-241
db3d2f91-b01f-4b96-b58f-494b39b103ed,2024-06-14 09:40:59,Processed,Address write challenge identify.,soon,HR,Travel,2024-10-05 22:57:54,cd991580-4c56-4294-83df-3a99127ac8d8,One-time,Asia,113
5982d08d-0832-401e-a432-cc53648b10e7,2024-03-17 20:55:38,Submitted,Beyond sure become one allow front a. Service Asset,heart,Customer Support,Assets,2024-01-17 22:01:17,b5c6b065-9706-4265-8232-3eff30850b76,Recurring,North America,-60
0728baaa-f508-4e18-b4dc-d6cc46676b6d,2024-08-20 00:23:03,Processed,Kitchen road after.,lay,Development,Services,2024-10-27 04:52:34,684a455b-c513-472e-b831-d4d2123eaf85,One-time,Asia,68
e46534b4-a4e5-4b9b-a99f-228817998d3d,2024-07-23 06:50:02,Submitted,Imagine store step leader against figure stop. Equipment,heart,Customer Support,Assets,2024-07-01 12:36:09,44e3b532-3c2f-4ae3-b230-8dd4612b2bcc,One-time,Africa,-22
31585b63-c03e-4106-ba86-d7aebc398a96,2024-01-15 00:26:45,Submitted,War drug cup rate seek place. Cloud,certain,Product Management,Services,2024-04-02 19:11:40,5bde1418-ab63-4b93-a897-f279190ed6ea,Recurring,Africa,78
f056d9db-3278-446b-b36d-d2d613ef1369,2024-06-06 23:03:23,Pending,Leader year sure blood.,seat,Sales,Services,2024-04-14 18:26:28,48276d66-b355-4fb9-bd63-027d4a4ebee9,One-time,Asia,-54
53379d81-ce2b-4081-899c-91cca566c0f7,2024-08-15 03:24:08,Submitted,Either democratic site trip home. Travel Service,material,IT,Miscellaneous,2024-03-22 11:33:00,2f4f7d30-aa4e-4d6c-81fa-45a1d1703875,Recurring,Asia,-146
ba8f0183-7ad9-4c85-9dda-5dad836b81ec,2024-02-12 07:47:55,Submitted,Compare opportunity operation be audience significant.,likely,HR,Services,2024-01-28 14:05:37,faba8dc7-8de8-4d54-9c3f-8d4b360b1a73,Recurring,North America,-15
1a9acf37-bf9b-436d-a5dc-13fbe3fc624b,2024-03-20 06:30:52,Submitted,Paper whatever particularly through eight claim wall long.,heart,Customer Support,Assets,2024-05-10 22:00:52,c5aacfff-7023-426b-a928-ebed4986437a,Recurring,North America,51
83b76458-c095-450a-aa1b-222e926bcfc1,2024-03-27 09:41:17,Pending,Treat represent apply attorney of find time political.,board,HR,Services,2024-06-14 23:07:08,9fff1371-6b0c-4861-b538-4eabd1124e71,One-time,Asia,79
2e6d3bef-556e-4f95-9c31-92903488b738,2024-08-30 18:57:03,Pending,Sport day do deep contain. Cloud,likely,Development,Travel,2024-03-20 12:08:11,a4578406-44fe-4e6d-bcdb-6fbcee4df580,One-time,North America,-164
65e50594-14f0-42df-b3a0-487657904ecf,2024-06-24 18:54:41,Submitted,Standard southern boy prevent Congress world describe drug. Service,lay,Customer Support,Miscellaneous,2024-10-09 11:28:12,0c09e512-52b9-4ae0-89f7-617aad196ee9,Recurring,South America,106
a9fcf430-0f18-4ed6-a505-32bf530fcdd1,2024-01-23 00:57:35,Processed,In organization trade its push.,year,Product Management,Assets,2024-10-10 19:05:38,91eaab3d-a980-4ff9-9dff-a1ccc564efed,Recurring,Africa,261
f391118f-30e9-4818-bc33-10674605135f,2024-04-10 12:57:25,Submitted,Special view wish fill manage visit. Service,lay,Development,Services,2024-04-26 21:35:48,6f4b6407-c1d4-4be5-9688-2c114b61d406,Recurring,South America,16
8b379b38-9568-4a9e-bf88-1e5ccc2b8051,2024-01-18 20:57:26,Submitted,Level we term look live serve arrive success. Cloud Asset,seat,Finance,Services,2024-09-19 07:38:34,b1daf3bb-7c01-4b39-a4aa-e41045f6380e,One-time,Africa,244
a987cd26-a695-44ab-b50a-76fe76b343fe,2024-03-29 17:33:46,Pending,Arrive night here site front race under. Service Cloud Asset,likely,Finance,Miscellaneous,2024-07-06 20:12:52,7db85455-52e2-49d8-aa80-cca32faad43e,Recurring,North America,99
5e6fdba3-de8a-4332-902c-740ac897420a,2024-09-23 16:08:51,Pending,Operation attack though hospital hour then dinner good. Travel Cloud,amount,Sales,Services,2024-07-08 09:32:46,a99ef7ec-fdd7-4845-9ecf-01c3a87a67be,Recurring,Europe,-78
acd81c9b-dd4c-4c87-b9a5-88be84baa580,2024-09-03 18:53:16,Processed,Similar well far test. Asset,home,HR,Services,2024-10-04 06:39:09,45902376-6613-448e-86fe-90cfa84e39c2,One-time,Asia,30
6ff18ef0-9005-4bc4-851f-de6072e0fb4c,2024-07-10 00:27:31,Submitted,Stop student often green situation newspaper. Cloud,task,IT,Services,2024-03-11 14:50:09,b49db59e-f1cf-4c11-9c8d-c60201606021,Recurring,Asia,-121
9d19fd00-a5de-4633-855c-2b51e33de6f9,2024-02-05 11:55:28,Pending,The role physical hot drive create scene. Asset,read,Customer Support,Services,2024-10-09 01:31:14,6561d0c9-9e5c-4bc0-9a2e-0e51861180d9,Recurring,North America,246
fa7c51bf-4384-4613-a6e5-4acfc029f553,2024-05-29 16:03:33,Submitted,Center energy decade everything. Travel,record,Development,Assets,2024-09-04 12:13:11,a6c65bfa-9f2f-4abe-9022-2f5218efe266,One-time,South America,97
d1754743-71dc-4eef-9af8-ea68896b2eed,2024-10-18 19:36:24,Pending,Indicate job someone hit white that despite.,history,Product Management,Assets,2024-04-29 15:05:24,276633bd-df2e-490f-b72e-776ea17756ec,One-time,North America,-173
d06578ef-bbab-4829-a6ff-2335d1602cd8,2024-06-07 14:00:37,Processed,Happy chance month. Equipment,read,Finance,Assets,2024-09-20 06:51:50,30f3aec7-f168-41aa-9ef6-3d3879ca27d9,One-time,Europe,104
f56d67dd-a6bb-4a5e-b671-a9d89b6c209c,2024-10-03 08:00:52,Pending,Senior really live who suffer. Cloud,task,Sales,Assets,2024-04-20 00:34:20,28252720-bf73-465f-a2cc-1c7bf3d6b9ac,Recurring,South America,-167
b5a28d5f-c08c-489d-adb6-c1ddf639b280,2024-05-28 15:53:59,Processed,Heavy outside past nation animal argue learn shake.,truth,Customer Support,Travel,2024-07-19 12:25:29,591f4dad-e4b7-4299-911b-6c886f1a8b79,Recurring,Africa,51
926d27ac-af31-4904-b693-720cfb459062,2024-04-02 15:20:41,Pending,Citizen woman picture tree experience probably. Asset,truth,Finance,Travel,2024-05-03 23:04:00,53214f14-c4b6-4213-ae1b-cd34f1380274,Recurring,North America,31
d638efe5-fdaf-4294-a479-a0e8ff111db2,2024-04-20 22:14:01,Processed,Grow give indicate. Cloud,fear,Finance,Miscellaneous,2024-05-17 10:05:39,31ac9e6b-9b53-4372-b044-645559387d60,One-time,Asia,26
a3d4b5d9-ad6e-4fc5-99f9-3e8f7d283332,2024-09-18 14:24:50,Processed,Information town kitchen. Cloud,lay,Development,Services,2024-10-08 12:26:41,bcceb539-224b-4f93-94a5-3546ae735f14,Recurring,Africa,19
25e0ea75-f7c6-41f0-b9a3-95157a4dd8e8,2024-02-28 13:18:45,Pending,Significant situation position smile marriage. Service Asset,read,Sales,Travel,2024-06-20 06:12:27,14d2a974-e287-4337-bece-ebfdcc21c7f0,One-time,Africa,112
eec53152-6268-4c1e-9ba2-8d1564ea4121,2024-07-13 05:16:11,Submitted,Nearly service store.,seat,Development,Services,2024-04-10 22:13:31,00a53a91-d0a8-4c26-8bdb-2954ee4ee1d0,Recurring,Africa,-94
8fdc0595-21fb-4967-bf50-338e5c9a2561,2024-06-27 20:36:10,Submitted,One challenge store notice her.,home,Development,Services,2024-08-18 21:22:19,c5f0feb7-90a5-487c-8e42-4215d89784ea,One-time,South America,52
ba987ffd-f65e-485d-ac34-782058f7def3,2024-02-02 00:31:36,Submitted,Most discover wall.,certain,Finance,Services,2024-05-25 20:46:11,ac0182a5-caec-4bf2-bb0c-4606c1adf682,Recurring,South America,113
271a6e1b-53c1-4aaa-a289-be456c385c69,2024-03-06 19:17:28,Pending,Available foot help it. Travel Asset,certain,HR,Services,2024-03-22 18:52:41,93afe451-d24b-4b86-97a2-47e8996e98c2,Recurring,Europe,15
eacad732-e317-43fd-bef9-81c1684d7753,2024-10-29 05:02:46,Pending,Deep consider player leg same purpose.,lay,Product Management,Services,2024-01-05 12:07:49,0f47e005-9c2b-4fe3-89dd-5e10820685c1,One-time,Africa,-298
046758d8-32dd-464c-91cf-284bb486b6b1,2024-01-02 13:49:51,Submitted,Major able suggest authority street easy send. Equipment,year,Product Management,Services,2024-01-31 17:02:15,204fc63a-70dd-49c6-ab93-39d4d5cbe42a,Recurring,North America,29
c72a4cc2-1892-4960-90ef-fe07be181609,2024-02-20 09:04:10,Processed,Language size pretty major carry development. Service Asset,heart,HR,Services,2024-09-18 07:32:26,d0d6351f-9103-4cf7-ab06-235b0cb4712b,Recurring,Africa,210
c12c2bc2-251f-4976-9640-52939dcadb53,2024-06-10 21:29:34,Submitted,Million yourself consumer right. Equipment,fear,Finance,Services,2024-01-12 07:51:41,c5ebf7ee-9460-4a5c-bb59-9ebbeb70975d,One-time,Africa,-151
0b56cd66-85c2-480b-be3f-7a15d3a50e4f,2024-06-19 21:37:56,Submitted,Technology food Mr. Equipment,task,Customer Support,Services,2024-02-18 16:12:32,30241e1f-a41c-4469-aa83-9b0e14a7e1aa,Recurring,Europe,-123
df2b1f74-883a-4704-9380-81663f2bc1d5,2024-02-24 15:46:01,Processed,Next throughout play purpose as debate whose never. Cloud Asset,seat,Product Management,Services,2024-10-25 10:31:29,c18af3ed-6e41-48be-8042-38ff4ab911aa,One-time,Africa,243
78da4e06-3f1c-4f79-b106-719d9ba0aa41,2024-05-31 16:06:40,Processed,Smile under us while. Cloud Equipment,soon,Sales,Travel,2024-07-14 02:44:08,e831c14f-f7dd-48d6-a299-20429abbd731,One-time,Europe,43
9d86c6a9-1a37-4f25-8ce2-ce8849742a5d,2024-10-09 18:23:44,Processed,Thus certain up design.,certain,IT,Services,2024-10-19 17:20:17,8ad7b809-d96e-4e8f-8b09-38295e3f39a9,Recurring,North America,9
19ef71a7-411f-4ce2-bf2e-5830cbc3318d,2024-09-01 04:45:55,Submitted,Ever major help response. Asset,contain,Product Management,Assets,2024-06-21 01:08:09,b6202b32-fdcd-4ab0-95ff-391c15a8b299,Recurring,South America,-73
f334368c-1f20-461b-adc8-6858da0b1885,2024-04-01 19:00:04,Submitted,She glass large performance. Travel Service,soon,HR,Assets,2024-03-26 10:58:25,0efeb85d-6054-4920-827f-e993868bfa0f,One-time,Africa,-7
9c379020-6bd0-4bc1-9ea1-a60b3595bc7e,2024-04-17 05:10:02,Pending,Carry building finish.,history,Finance,Assets,2024-09-01 12:23:54,5820916c-0279-4fcb-a134-c6f2a269e86f,One-time,South America,137
8c71a998-deda-46b0-85fc-aefd93e880da,2024-08-13 16:02:56,Submitted,May doctor quality section television foreign well. Service,fear,Finance,Miscellaneous,2024-10-07 01:56:09,7002b5c3-bc0a-4786-9bc2-889fc0ca5062,One-time,Europe,54
d6038700-1c8d-485a-8afd-854813bd441d,2024-02-12 15:26:59,Submitted,Daughter guess success long.,home,IT,Services,2024-10-22 11:29:07,cc3a04f8-1fbb-48d1-9a01-3bfa6d96aa9a,One-time,Asia,252
d99ba065-4c1a-4175-8066-09432b403c16,2024-07-03 18:30:41,Submitted,Surface walk young you explain range. Cloud Asset,task,Development,Assets,2024-10-27 09:39:38,881cbeec-013f-4656-9a8e-6257b7f84e95,Recurring,Africa,115
f8ef352b-5e5f-4017-a090-237651a6c620,2024-03-21 16:40:59,Pending,My cover group seven yes people. Equipment,contain,Customer Support,Services,2024-09-02 20:27:12,5cd70b1b-54ab-45be-a492-043cf39adda4,One-time,Africa,165
f0cdab46-9002-40bb-8d89-6ee2572c34cd,2024-08-14 19:54:33,Processed,Your reduce present next apply bring. Equipment,truth,Product Management,Services,2024-09-12 10:38:25,d5939843-8091-4e18-af75-57c053e00f8e,One-time,Africa,28
bdfb738f-ac0a-475c-8f9c-37a97129a0ed,2024-04-30 08:03:28,Pending,Per officer ahead energy sense. Equipment,fear,HR,Miscellaneous,2024-08-21 14:34:57,cb588cac-c084-46fd-85d7-8c2d7e2a9cbd,One-time,North America,113
4f89e6e7-b7b1-4bff-abd7-be1085d388a4,2024-07-22 16:35:29,Processed,Step part ago develop. Service Asset,fear,IT,Assets,2024-08-14 11:31:28,b80d5009-064b-4a38-98e9-9c3102e87337,Recurring,Asia,22
73e6d3c9-7553-401b-ac0e-a89e64318b18,2024-01-02 12:36:30,Processed,Smile world hotel create network. Travel,heart,IT,Travel,2024-09-26 12:02:48,10a28a45-e53e-4315-8348-2b080c048959,Recurring,Asia,267
a4c53f45-a410-4054-8015-b74617beed92,2024-03-29 14:44:11,Pending,Reason blood federal film table. Travel Service,amount,Sales,Services,2024-07-18 05:26:55,fd9f34be-00c5-4727-9c59-7d08626be4d5,Recurring,Europe,110
d383dc1b-054e-4bde-b719-8587321e487f,2024-07-31 10:31:07,Submitted,Assume magazine discuss take I while. Cloud,read,Finance,Services,2024-09-07 18:05:02,7cf6b9a1-f3ed-448a-a4c4-12516ced24bb,Recurring,Europe,38
4212715b-a007-4bb4-9cfb-b29dff4ee950,2024-05-29 17:44:41,Pending,Music here item natural world. Cloud,task,Sales,Services,2024-05-23 03:00:18,95f592d5-20e9-4840-8074-1563582a7c54,Recurring,Europe,-7
1ba3a524-b6f6-43da-b532-88a12e9d70f0,2024-03-14 17:40:42,Pending,List arrive technology many full almost system. Service Cloud Equipment,home,Customer Support,Services,2024-05-04 03:13:00,718b7f23-1239-4434-a1d2-133fcde33d92,Recurring,Asia,50
20d03a13-5c0e-44e5-8eae-909b45a69f57,2024-03-30 12:05:53,Submitted,Any political practice yard line. Service,heart,Customer Support,Miscellaneous,2024-10-16 19:52:35,2e96684d-2b7d-4767-bab7-e3bda1b14882,Recurring,North America,200
434a1dc0-82af-4754-ac47-602a0b26ef5e,2024-02-20 14:35:03,Submitted,Majority both thousand year.,certain,Development,Assets,2024-07-21 17:49:51,b97c65ad-41fb-4349-9349-1e54b6bd3666,Recurring,Europe,152
4ffc5de9-7ed9-426d-bfe1-92d25d5183d6,2024-03-16 00:59:43,Pending,Medical the those themselves. Service,fear,Customer Support,Assets,2024-08-27 14:58:24,0a3c2c3b-0d18-46c8-a620-8c70be7d190b,Recurring,Asia,164
7851651b-8d6a-4f39-817c-97fd25cb1694,2024-02-19 10:30:46,Processed,Ability information mean event travel. Cloud Equipment,among,IT,Services,2024-03-06 04:20:50,b3f2ba36-f4aa-47ed-97c7-65b1606c65be,Recurring,Asia,15
d9194637-773f-48cb-856a-6d0894678683,2024-05-20 18:12:33,Pending,Policy pretty item.,among,HR,Assets,2024-08-16 06:00:50,79d137a1-3fe2-4d1b-af09-dd66d08f2412,One-time,South America,87
0c3609a9-a6b4-461e-80ea-c448433211b1,2024-09-09 19:31:42,Submitted,Character party clear project course follow quickly offer. Service,fear,HR,Services,2024-09-01 08:19:39,56fd9b3a-a03b-475c-b7c0-0116a43b16fe,Recurring,Europe,-9
12cd94fe-e626-450c-ba41-49805fd79c5b,2024-04-05 08:48:15,Processed,Writer view bank team. Equipment,soon,Product Management,Travel,2024-04-24 02:23:51,2bdc4210-688b-4d13-8608-feda59cb8ebb,One-time,Asia,18
1f499ec3-7cb9-45b8-afb5-765cff0b992b,2024-04-11 15:03:36,Processed,Bring more someone girl. Service Asset,among,Development,Services,2024-09-12 10:13:42,e24283dc-b725-40ef-98b9-0f51d7d49fc2,One-time,North America,153
ba6b749b-70c6-4e59-83e0-a3ff27aad856,2024-05-04 17:11:36,Submitted,West development live medical leave shoulder poor. Service Equipment,lay,HR,Services,2024-07-06 15:07:34,9e52dee0-f2a0-42bc-abd4-df1b16948aec,Recurring,Asia,62
1a124b5e-c7a5-43bd-a76e-dc35298a0d75,2024-04-28 01:57:21,Processed,Quickly subject consider strong. Service Equipment,year,Customer Support,Assets,2024-10-22 20:15:02,e24b28a2-7168-4ff0-b6a9-fe93d6e0be70,Recurring,Africa,177
f072e710-3075-4750-abbd-5c5b810889e4,2024-09-03 20:48:25,Pending,Case stuff capital ahead.,lay,Product Management,Travel,2024-04-01 02:46:32,89e42ba2-6d3b-42d0-9cda-3b0f3e3ab78d,One-time,Africa,-156
55c0aec4-8938-4e02-a221-bff72df90c6c,2024-01-12 03:27:38,Processed,Billion chance themselves less any bed.,among,Finance,Assets,2024-06-01 11:30:45,f94a0f69-1558-4324-8e3a-139475c6d340,Recurring,North America,141
e6d21686-af02-484e-bd74-bd50dc3f2489,2024-06-01 04:38:44,Submitted,Spend hold her kitchen development other pretty establish. Service Asset,likely,HR,Services,2024-03-05 08:53:41,d68d0604-5218-45d6-8d59-a06d3416b88c,One-time,Asia,-88
ca4cc001-b306-4922-89a3-1ffb228bf139,2024-09-04 17:59:45,Submitted,Particular several over thought. Travel,task,Sales,Assets,2024-05-01 15:02:00,1daa08ba-3a8d-4392-9161-ad5883738ee0,Recurring,North America,-127
66fe2ffd-e1fa-4857-96bf-6b114e308c14,2024-02-06 15:22:14,Processed,Type decade wide soldier lay both yourself business. Service Equipment,amount,HR,Travel,2024-07-30 10:03:21,e6a7c63f-88b1-41db-95dd-f14b0fe722b8,One-time,Asia,174
a862e634-2237-46a5-8e9a-0ba3d6135de8,2024-10-10 23:46:53,Pending,Area wife last meet window. Service,certain,Finance,Miscellaneous,2024-03-02 14:53:09,f6828160-3ca8-4f0c-b56f-22f69a80a0c3,One-time,Europe,-223
2db06e73-f692-46d3-bc3c-29db74014935,2024-05-23 14:32:49,Processed,Health me natural how capital do child. Service Equipment,read,Development,Miscellaneous,2024-08-21 01:50:46,e02e26d4-fedb-4549-b538-114d34d2857c,Recurring,Europe,89
f2730e3f-1eb1-4548-a8f4-1654fdce5af4,2024-08-01 12:37:22,Processed,Exist difficult across simple. Service,seat,Customer Support,Assets,2024-09-13 12:32:38,f6e879e9-3a64-4020-9e1e-fb895ee09812,One-time,Africa,42
f1c33996-0899-48eb-ad6a-85dde9c77542,2024-05-08 01:17:47,Submitted,According class strategy low Congress expert establish. Service Cloud,board,Customer Support,Travel,2024-01-17 06:35:42,f8de8cc4-735f-4ae2-9454-b658346688e1,One-time,South America,-112
37d984ab-8269-460e-a3f1-20d97503afa0,2024-10-10 06:21:03,Processed,Important friend forget difference around own kid. Asset,likely,Product Management,Assets,2024-10-10 07:59:26,173a1ed6-d077-444b-8ce5-be1fab0f8a76,One-time,Europe,0
7cda413b-f873-4c76-adbf-da94468b1dba,2024-06-11 11:21:31,Processed,Fine girl admit east town.,material,Customer Support,Assets,2024-09-10 23:05:12,47dfdcf1-c447-490e-a226-133bac39c848,One-time,Europe,91
cca2f5f9-1a7c-47f3-ae1c-a2820f1d7235,2024-10-25 13:30:40,Submitted,Well community responsibility attack explain no.,task,Finance,Assets,2024-07-21 14:47:03,69f6912f-1e9d-4383-b7e6-13f9275291a3,One-time,Europe,-96
438792db-cd38-4c4d-b1c0-54f5a7168b18,2024-09-27 13:20:24,Submitted,First poor hour really good write. Cloud,lay,Product Management,Assets,2024-04-07 13:53:13,f4940aa9-b13b-435f-8ef5-1b4787659048,One-time,Africa,-173
0410e540-600a-413a-ab7c-c7cb9cbce0ca,2024-06-11 09:13:44,Submitted,Alone term follow popular grow successful. Travel Asset,among,Development,Travel,2024-05-30 15:26:49,b2d17ff8-1435-4508-9d75-858b5638f639,One-time,Asia,-12
69e54ba9-d554-420c-91a8-c1a532547620,2024-03-27 04:47:12,Processed,Begin new it science process different blood.,contain,Product Management,Travel,2024-05-29 09:20:53,708a0aec-9fb0-4316-891b-a99eb42958fd,One-time,North America,63
8653354c-2bca-4a66-9d2c-8ec7e25c3175,2024-10-12 02:42:10,Pending,Process result sometimes give keep good. Service Cloud Equipment,home,Development,Travel,2024-10-10 23:58:08,110f7c09-b2ee-48a8-922e-f524cbd0f392,Recurring,Africa,-2
8deb890f-813f-47da-8e11-b890d15bf644,2024-05-04 11:16:24,Processed,Some per quite consumer everybody conference analysis seek.,record,HR,Services,2024-09-02 15:27:25,b856e836-f279-41b6-adf0-2616ea6103ee,Recurring,Europe,121
163ebfaf-5aaf-41e9-9514-5e77664216ab,2024-06-23 19:50:42,Pending,Miss bill attack design debate.,year,IT,Assets,2024-07-04 10:39:56,990467a8-3659-4eda-9335-d3432763e68a,One-time,Africa,10
99ee82e2-d56e-4fb2-a39e-5e702427afc0,2024-06-14 10:28:39,Submitted,Better him all personal attorney.,among,Sales,Travel,2024-04-01 13:47:09,096c8d0b-968a-406f-90a7-0fcd7edc4c6f,One-time,South America,-74
2f77327e-5365-4c8d-b410-7d2bc6665e08,2024-03-19 23:33:36,Pending,Sport next hand after detail reality. Service Cloud,home,Customer Support,Services,2024-08-23 20:40:25,81ac60c6-df7d-4985-9396-739db67f63c8,Recurring,South America,156
515dc016-7a6a-42e4-9ff9-9adaea0ff26b,2024-07-22 02:18:21,Processed,Lawyer already who. Travel Cloud,read,Development,Miscellaneous,2024-09-20 07:53:44,6ed32fa6-3b04-403c-a338-020902524c2f,Recurring,Asia,60
d07d8550-280d-43a4-ae97-c9573f642b29,2024-07-13 20:07:31,Submitted,Them real watch law. Cloud,task,Finance,Services,2024-07-19 22:43:51,ed26e3e0-a15f-4445-b5ff-f923e43e5a42,Recurring,Africa,6
d5093487-0f5f-4088-8c04-1c7455f0c92a,2024-01-20 13:09:35,Processed,Story break worker fire without other successful. Asset,read,Finance,Assets,2024-03-19 15:57:12,2814c0f6-ef47-49d2-bb3a-0d45c50f3c64,Recurring,South America,59
db85b547-02bd-4a94-b162-ed93c0bd26f5,2024-05-20 10:11:47,Submitted,Know eat consumer thus by assume represent hour. Asset,likely,Product Management,Assets,2024-09-12 06:58:48,a68b72e3-3472-4489-baad-de4885b5f26c,Recurring,North America,114
07a66fcc-c776-4c49-8b33-7699fb12f46d,2024-03-13 02:19:23,Submitted,Same believe sometimes movement today who. Cloud,record,HR,Assets,2024-07-23 05:55:36,09771543-9c9a-4b13-84da-4a1895525cb8,Recurring,North America,132
08acdd57-4204-4e0b-a69e-9a87e74cd008,2024-06-01 09:24:40,Processed,Factor court say indicate candidate bad why history. Travel Service,record,Sales,Assets,2024-10-07 23:45:08,eda8081c-dc6e-4966-904d-cbe4d502f94a,Recurring,Asia,128
98f419e7-d989-4d2f-a332-dbb7e2050b8f,2024-04-15 15:16:55,Submitted,Popular explain its oil outside win agency drop. Travel Cloud Asset,likely,Product Management,Assets,2024-07-23 04:11:51,e9107591-85f5-452d-8caf-25891298307c,One-time,Asia,98
d0050f1a-265b-4300-bd18-0106cf195db9,2024-06-30 19:38:31,Submitted,Heavy section and add about example. Service Cloud Asset,fear,Finance,Services,2024-01-30 11:36:57,52858dc0-279d-4f03-8c98-e54ada6777b0,One-time,Asia,-153
809cdb1d-1bce-4abb-ada2-0bc46ac5788c,2024-08-31 10:51:09,Submitted,Technology indeed service hard federal he line.,truth,Finance,Services,2024-10-24 17:21:59,ac4cb1e4-9050-4dbd-876e-d6df5a76ff07,Recurring,Europe,54
4c9022d6-a577-43a7-9ed8-1884001ad372,2024-03-13 20:05:13,Submitted,Wonder popular break memory treat somebody. Travel,amount,Customer Support,Services,2024-01-12 00:50:57,20aad64a-ab2b-4596-9f26-e05d24eae357,One-time,Europe,-62
03ca0fa9-921e-4f8c-882b-1c1470d8cc95,2024-04-18 17:22:31,Submitted,Pm pass speak side stand report thousand affect. Cloud,record,Customer Support,Services,2024-07-17 10:09:59,2de2a1f9-a231-41e6-a573-f79e216e1771,One-time,South America,89
56a19a23-e150-4e9d-9760-3b6ae0ece6e6,2024-02-04 02:58:26,Submitted,Later exactly will through. Asset,soon,Finance,Travel,2024-08-19 14:39:28,2d15e560-1c71-479c-8403-fe46cffb5368,Recurring,Europe,197
37f1fe16-4d68-432d-bfc9-d5982866e28e,2024-03-01 22:38:49,Submitted,Speech action military cause. Cloud,home,HR,Services,2024-08-25 01:16:47,ff8a0212-0464-465c-a76b-05259bcc5a2e,Recurring,South America,176
d6d98ce3-629f-40d3-9d79-d1d1e58c7185,2024-08-08 03:40:09,Submitted,Begin chair find. Cloud,fear,Development,Services,2024-01-24 13:51:59,eb515b26-1465-4f22-b9e0-7775905ec5e8,One-time,South America,-197
bb4cc753-89b0-434f-9300-a0a5b9cfd7b8,2024-07-13 07:32:40,Submitted,Turn interesting if hospital fire center.,record,Sales,Services,2024-09-14 14:52:41,2cab7298-1917-4d67-93ff-4ee1990a9a99,Recurring,Europe,63
27b1a96a-de4a-4778-91f6-dd73762e6b84,2024-05-12 18:08:57,Processed,Voice either simply number leg beat.,lay,Product Management,Services,2024-06-29 03:52:48,4a1816ab-8500-4c3c-a8dd-f726a87e37db,Recurring,North America,47
a6da69cf-cdb7-4560-9e49-553f7e524495,2024-09-22 09:02:19,Processed,Go would cup remember.,history,IT,Assets,2024-09-29 08:28:49,bc9a83d3-428c-4e43-89fb-339253792dc4,One-time,South America,6
33e15c16-6916-4161-ac1a-4cc4e4208859,2024-09-12 05:50:48,Processed,Concern peace single sign. Equipment,treat,Finance,Assets,2024-09-29 19:34:52,6572abbb-66dd-43ec-9988-23842735ad85,Recurring,South America,17
f72f4d21-49aa-446a-9591-28302188e3b4,2024-01-01 04:08:18,Processed,Tax especially like sit employee democratic time. Cloud,treat,Development,Assets,2024-07-14 20:34:08,b422ca6c-fb62-4445-a250-8ad785c7c848,One-time,South America,195
d1d57af9-3a5a-4fe8-9b11-6a11157a0b9f,2024-08-04 11:15:18,Submitted,Believe market in.,certain,IT,Travel,2024-05-25 13:17:01,c270c563-7a1a-4de6-aebe-e6248d90e5bb,Recurring,Asia,-71
2e67a857-1972-434b-aff6-85b2bdbf19d3,2024-10-08 05:13:00,Submitted,Threat seek whatever. Cloud Equipment,record,Product Management,Travel,2024-01-16 09:51:22,7a01e172-1ef3-4a6c-9529-8094b9390d5a,Recurring,North America,-266
120a93a9-7ce9-42ba-a9f7-6035cc9b2ea1,2024-08-24 04:56:33,Submitted,Yourself phone while. Service Equipment,contain,Sales,Miscellaneous,2024-03-01 03:30:45,c71b4858-7522-4eae-b468-b80dc5caada1,One-time,Asia,-177
0bcef69e-ae08-4cf1-b316-e80277a5cb27,2024-01-04 16:15:36,Pending,Purpose animal lead. Service Asset Equipment,among,Development,Assets,2024-07-25 07:45:37,03bf44e8-3575-4a17-8a1b-02810e3a12dd,Recurring,South America,202
5052accb-7d84-4351-939b-63f11df2851b,2024-05-08 20:49:40,Pending,Top contain half morning father. Travel,soon,Customer Support,Assets,2024-05-22 03:09:37,cb145ad2-5a71-4fc1-bacb-7ca07504b610,Recurring,North America,13
c61690df-beb0-4f34-8e49-3153af8d678c,2024-01-20 08:44:39,Processed,Game friend figure alone television role. Service Equipment,amount,HR,Assets,2024-03-01 22:45:42,e0180da0-0ed4-4826-98dc-da7a04a41c26,Recurring,Europe,41
96b86599-f999-4a51-8a19-35b2c5f3aff9,2024-02-08 08:47:49,Processed,Low industry country country something baby water American.,material,IT,Miscellaneous,2024-04-11 14:55:27,f910706b-8e6d-48ca-9401-3f28b662d8e2,One-time,Africa,63
e3f536ac-149b-4033-9a1a-8f8c355e59a4,2024-02-21 20:30:51,Pending,Head approach leg station.,treat,Customer Support,Travel,2024-07-17 16:25:20,4356f863-3b4c-4151-a0ef-e056ee638582,Recurring,North America,146
