source_id,number,amount,category,state,processed_date,type,opened_at,short_description,ci
,EXP00000372,2261,Travel,Declined,,,2023-12-05 05:29:00,Travel specific hardware asset,HP EliteBook 840 Travel Edition
,EXP00000373,1578,Miscellaneous,Processed,2024-01-24 21:26:59.384257372,,2024-01-09 09:14:00,Miscellaneous Hardware Asset,Dell Precision 3551
YOR-90816624,EXP00000374,2740,Assets,Processed,2023-11-14 08:45:00.000000000,,2023-11-13 08:45:00,Additional server for database expansion,Dell PowerEdge R740
ACX-22202310,EXP00000375,1079,Assets,Processed,2024-03-28 03:51:54.012086607,,2024-03-20 06:42:00,Replacement for faulty computer mouse,Logitech MX Master 3
,EXP00000376,3342,Miscellaneous,Processed,2023-11-02 04:53:13.861380533,,2023-10-31 13:00:00,Purchase of various miscellaneous hardware assets,Assorted Hardware Items
RQA-51980845,EXP00000377,419,Services,Declined,,,2023-06-22 14:44:00,Provisioning of Service-related hardware,Server Service Package 1
GTT-72601497,EXP00000378,4063,Assets,Processed,2023-11-07 19:52:06.383028812,,2023-11-05 04:38:00,ServiceNow asset creation for office equipment,Dell Latitude 7400
BER-71205967,EXP00000379,1345,Assets,Processed,2023-05-12 16:35:00.000000000,,2023-05-11 16:35:00,Asset Registration: Dell Desktop,Dell OptiPlex 3080
,EXP00000380,1092,Miscellaneous,Processed,2023-03-22 12:22:35.832488380,,2023-03-08 01:33:00,Miscellaneous asset added to the inventory,Dell XPS 17
YQQ-25554814,EXP00000381,4469,Assets,Submitted,,,2023-12-18 13:01:00,Automatically generated expense line for asset procurement,IBM Lenovo ThinkPad
KGB-85803583,EXP00000382,801,Assets,Processed,2023-10-08 15:03:58.350155946,,2023-10-03 06:14:00,Purchasing of new asset,Dell XPS 13
,EXP00000383,2776,Travel,Processed,2023-03-27 13:09:00.000000000,,2023-03-26 13:09:00,Expenses for new business travel assets,Travel Equipment Package
WTP-74117733,EXP00000384,4153,Assets,Submitted,,,2023-06-03 10:13:00,Automated asset registration for new server,Dell PowerEdge R640
ZYA-89755012,EXP00000385,6468,Assets,Processed,2023-11-26 12:42:24.073022585,,2023-11-22 16:13:00,Newly procured asset for IT department,Dell Latitude 7490
JQE-76083124,EXP00000386,940,Services,Submitted,,,2023-02-13 00:57:00,Service-based Hardware Asset generated,Cloud Service Provider
,EXP00000387,2724,Travel,Processed,2023-02-02 20:13:00.000000000,,2023-02-01 20:13:00,Travel-related asset acquisition,Lenovo ThinkPad X1 Carbon
,EXP00000388,2190,Travel,Declined,,,2024-04-24 00:36:00,Travel related hardware purchase,Dell Latitude 7480
YAR-36017695,EXP00000389,2190,Assets,Pending,,,2023-04-16 22:58:00,Procurement of new hardware asset,Dell Inspiron Desktop
EWE-89606877,EXP00000390,2922,Assets,Processed,2023-11-10 05:48:00.000000000,,2023-11-09 05:48:00,New asset acquisition for company hardware inventory,Dell Latitude 5500
HQK-87759521,EXP00000391,1599,Services,Processed,2024-01-22 04:02:31.453401455,,2024-01-18 18:53:00,Automatically generated service line for creation of asset,Cloud Storage Service
,EXP00000392,378,Miscellaneous,Processed,2023-05-10 14:59:38.695017985,,2023-05-05 10:49:00,Registration of new miscellaneous hardware asset,Miscellaneous Equipment 458
NVQ-96368682,EXP00000393,5685,Assets,Processed,2023-06-28 04:56:28.159348211,,2023-06-18 17:12:00,Managed hardware asset registration,Dell Latitude 5411
GMC-03836440,EXP00000394,1117,Assets,Processed,2023-07-10 07:37:56.634649378,,2023-06-21 23:56:00,Addition of new hardware asset,Dell Latitude 7480
OWR-73453113,EXP00000395,4586,Assets,Processed,2023-10-27 06:21:30.286080691,,2023-10-12 12:45:00,Automated ServiceNow asset creation for HP Printer,HP LaserJet 500 Color M570dn
,EXP00000396,4197,Travel,Processed,2023-10-12 17:34:03.574207930,,2023-10-07 23:14:00,Travel equipment purchase for new remote employee,Dell Latitude 7420 Business Laptop
KQO-97227893,EXP00000397,1813,Services,Submitted,,,2023-07-21 22:50:00,Provisioning of new cloud service asset,Microsoft Azure Subscription
,EXP00000398,6398,Travel,Submitted,,,2023-05-05 06:57:00,Automatically generated expense line for creation of travel equipment,Camping Gear Kit
,EXP00000399,4441,Miscellaneous,Pending,,,2023-12-25 12:49:00,Miscellaneous asset entry,Generic Office Equipment
,EXP00000400,8000,Travel,Pending,,,2023-09-11 15:30:00,Automatically generated expense line for travel equipment,Travel Laptop Dell Inspiron 15
,EXP00000401,8000,Travel,Processed,2023-03-15 15:59:00.000000000,,2023-03-14 15:59:00,Travel equipment related expense,Samsonite travel luggage
,EXP00000402,8000,Travel,Processed,2023-07-03 14:31:00.000000000,,2023-07-02 14:31:00,Travel-related asset registration,Traveling Suitcase 24
,EXP00000403,8000,Travel,Processed,2023-07-27 09:14:00.000000000,,2023-07-26 09:14:00,Travel-related asset acquired,Business Class Flight Ticket
,EXP00000404,8000,Travel,Processed,2023-06-23 05:39:00.000000000,,2023-06-22 05:39:00,Expense incurred for the purchase of travel equipment,Travel Accessory Kit
,EXP00000405,8000,Travel,Declined,,,2023-08-31 22:40:00,Automatically generated expense line for creation of travel asset,Travel Service Ticket
,EXP00000406,8000,Travel,Submitted,,,2024-01-14 16:08:00,Automatically generated asset for travel equipment,Portable GPS Navigator
,EXP00000407,8000,Travel,Processed,2023-04-15 00:18:17.562389182,,2023-04-13 09:48:00,Travel expense for allocation of GPS device,Garmin GPSmap 64s
,EXP00000408,8000,Travel,Pending,,,2024-03-06 04:34:00,Travel equipment asset generation,Luggage Trolley Cart
,EXP00000409,8000,Travel,Declined,,,2024-02-22 01:39:00,Automatically added travel equipment,Portable Global Positioning System
,EXP00000410,8000,Travel,Processed,2024-03-27 06:00:51.797385070,,2024-03-26 02:19:00,Automatically generated expense line for creation of travel equipment,Samsonite suitcase
,EXP00000411,8000,Travel,Declined,,,2023-12-20 08:23:00,Travel kit hardware item generation,Dell Latitude 14 Travel Laptop
,EXP00000412,8000,Travel,Submitted,,,2023-10-05 15:02:00,Travel equipment asset,Premium Luggage Trolley
,EXP00000413,8000,Travel,Processed,2023-12-10 20:16:00.000000000,,2023-12-09 20:16:00,Travel equipment requisition,Travel Kit Bag
,EXP00000414,8000,Travel,Processed,2023-06-10 01:19:25.676831305,,2023-06-08 19:26:00,Automatically generated expense line for creation of travel asset,Business Class Airline Ticket
,EXP00000415,8000,Travel,Processed,2023-06-27 20:56:52.506137594,,2023-06-22 10:04:00,Travel related asset registration,Travel Vehicle 1001
,EXP00000416,8000,Travel,Submitted,,,2023-07-19 01:02:00,Automatically generated expense line for creation of travel asset,Luxury Coach Bus
,EXP00000417,8000,Travel,Processed,2023-07-12 03:16:10.857845730,,2023-07-08 13:16:00,Company assigned travel related asset,Corporate Travel Laptop
,EXP00000418,8000,Travel,Processed,2024-03-08 08:44:56.871494468,,2024-02-26 16:01:00,Travel supplies and packs for business trips,Vehicle Volume XL
,EXP00000419,8000,Travel,Processed,2023-08-02 21:56:07.012208508,,2023-07-28 21:20:00,Travel department latest laptop asset purchase,Dell Latitude 3500
,EXP00000420,8000,Travel,Processed,2023-06-01 23:22:00.000000000,,2023-05-31 23:22:00,Travel expenses for business laptop,Dell Latitude 7410
,EXP00000421,8000,Travel,Submitted,,,2023-11-20 15:30:00,Business Travel Equipment Purchase,Dell Latitude 7410
,EXP00000422,8000,Travel,Processed,2023-06-25 22:25:19.985349481,,2023-06-06 06:58:00,Travel equipment,Travel suitcase Pro 20 
,EXP00000423,8000,Travel,Processed,2023-10-24 20:05:09.591417537,,2023-10-16 17:24:00,Automatically generated asset for travel category,Travel Laptop Dell XPS 13
,EXP00000424,8000,Travel,Processed,2023-09-19 10:39:27.824937698,,2023-08-31 06:31:00,Travel-related asset procurement,Travel Booking Software
,EXP00000425,8000,Travel,Submitted,,,2023-11-27 20:07:00,Transportation costs for business travel,Enterprise Car Rental
,EXP00000426,8000,Travel,Processed,2024-01-07 17:18:31.465683031,,2023-12-28 08:29:00,Travel expense logged for allocated laptop,Dell Latitude 7490
,EXP00000427,8000,Travel,Declined,,,2023-10-26 08:42:00,Travel-associated hardware asset,Dell Latitude 5420 Travel Laptop
,EXP00000428,8000,Travel,Processed,2024-02-06 14:59:20.178350087,,2024-01-24 23:32:00,Travel-related asset,Business Class Flight Ticket
,EXP00000429,8000,Travel,Pending,,,2023-11-06 06:24:00,Automatically generated asset for travel category,Travel Accessories Kit
,EXP00000430,8000,Travel,Declined,,,2024-02-26 11:20:00,Travel equipment asset generation,Travel Tracker GPS Device
,EXP00000431,8000,Travel,Processed,2023-12-22 04:50:00.000000000,,2023-12-21 04:50:00,Automatically generated expense line for creation of travel equipment,High-end suitcase with GPS Tracking
,EXP00000432,8000,Travel,Submitted,,,2024-01-08 08:38:00,Travel department allocated laptop,Dell Latitude 7410
,EXP00000433,8000,Travel,Declined,,,2023-02-25 23:26:00,Travel related expense for asset generation,Business Travel Kit
,EXP00000434,8000,Travel,Pending,,,2023-07-12 20:32:00,Automatically generated expense line for creation of travel related asset,Business Class Flight Tickets
,EXP00000435,8000,Travel,Processed,2023-04-17 04:59:36.343891685,,2023-04-01 04:39:00,Travel equipment asset registration,Traveler's Laptop Dell XPS 13
,EXP00000436,8000,Travel,Declined,,,2023-12-06 21:00:00,Travel equipment - luggage tracking device,GPS-TravelTracker01
,EXP00000437,8000,Travel,Processed,2023-09-26 11:53:19.901723550,,2023-09-19 18:36:00,Automatically generated expense line for purchase of travel gear,Samsonite Suitcase
,EXP00000438,8000,Travel,Processed,2023-08-20 13:25:40.044855380,,2023-08-14 22:23:00,Travel equipment for employees,Portable power bank
,EXP00000439,8000,Travel,Processed,2023-06-12 22:10:00.000000000,,2023-06-11 22:10:00,Travel expenses asset entry,Airline Tickets
,EXP00000440,8000,Travel,Submitted,,,2023-12-28 15:53:00,Travel-related hardware asset populated,Dell Vostro 3500 Laptop
,EXP00000441,8000,Travel,Processed,2023-07-19 03:40:01.758068623,,2023-07-02 09:18:00,Asset purchased for business travel purposes,Dell Latitude 7390
,EXP00000442,8000,Travel,Processed,2023-11-26 23:56:32.504219587,,2023-11-12 01:45:00,Automatically generated management tool for travel expense tracking,Travel Management Software
,EXP00000443,8000,Travel,Declined,,,2023-05-07 03:39:00,Purchased travel luggage asset,Samsonite Omni Expandable Hardside Luggage
,EXP00000444,8000,Travel,Processed,2024-01-19 18:43:00.000000000,,2024-01-18 18:43:00,Automatically generated expense line for purchase of travel asset,Business Class Flight Tickets
,EXP00000445,8000,Travel,Declined,,,2023-04-14 02:44:00,Automatically generated expense line for creation of travel asset,Company Car Model X
,EXP00000446,8000,Travel,Processed,2023-07-20 17:24:00.000000000,,2023-07-19 17:24:00,Automatically generated expense line for creation of Travel luggage,Wheeled Carry-On Suitcase
,EXP00000447,8000,Travel,Processed,2023-04-07 00:00:42.247517289,,2023-03-30 23:56:00,Travel booking software asset,TravelPro Management System Suite
,EXP00000448,8000,Travel,Processed,2023-02-21 10:57:23.680876209,,2023-02-12 09:57:00,Travel related asset,Corporate Travel Equipment
,EXP00000449,8000,Travel,Submitted,,,2024-04-06 20:13:00,Travel equipment asset generated,Business-Class Travel Laptop
,EXP00000450,8000,Travel,Processed,2024-02-20 09:47:37.760148580,,2024-02-19 04:39:00,Travel related hardware for employees,Portable Charger Pack
,EXP00000451,8000,Travel,Declined,,,2023-09-20 02:02:00,Travel-related asset creation,Travel Booking Software 
,EXP00000452,8000,Travel,Processed,2023-05-26 23:35:43.538038508,,2023-05-23 03:23:00,Configuration item for travel,Business Travel Package
,EXP00000453,8000,Travel,Pending,,,2024-04-11 10:15:00,Travel related hardware asset created,Lenovo Thinkpad Travel Edition
,EXP00000454,8000,Travel,Processed,2024-03-15 16:18:11.202881363,,2024-02-25 05:12:00,Travel-related asset allocation,Travelers Laptop Dell Latitude
,EXP00000455,8000,Travel,Processed,2024-02-28 08:58:09.134306854,,2024-02-21 12:23:00,Automatically generated expense line for creation of travel asset,Business Class Flight Ticket
,EXP00000456,8000,Travel,Processed,2023-12-08 16:54:12.952389578,,2023-12-07 11:12:00,Travel related asset generated,VIP Executive Travel Kit
,EXP00000457,8000,Travel,Processed,2024-01-09 09:26:10.702068779,,2024-01-07 08:04:00,Travel based configuration asset item,GPS Navigator Model X
,EXP00000458,8000,Travel,Submitted,,,2023-06-04 01:40:00,Automatically generated expense line for creation of travel asset,First-class Airliner Ticket
,EXP00000459,8000,Travel,Processed,2024-02-07 08:40:19.736792856,,2024-01-26 19:02:00,Automatically generated expense line for travel-related asset,Travel Backpack
,EXP00000460,8000,Travel,Processed,2023-10-19 18:47:00.000000000,,2023-10-18 18:47:00,Travel equipment asset registration,Portable Global Positioning System
,EXP00000461,8000,Travel,Processed,2023-12-04 18:47:28.550828341,,2023-12-02 03:45:00,Travel related hardware asset creation,Travel Accessory Kit
,EXP00000462,8000,Travel,Processed,2024-01-07 00:14:03.902456586,,2023-12-24 08:19:00,Automatically generated expense line for creation of Travel Equipment,Samsonite Pro-DLX 4 Suitcase
,EXP00000463,8000,Travel,Declined,,,2023-05-05 19:52:00,Travel related equipment asset,Targus CityLite Laptop Bag
,EXP00000464,8000,Travel,Processed,2023-02-06 08:43:18.187290016,,2023-02-01 04:13:00,Travel expense creation for new asset,Travel Equipment
,EXP00000465,8000,Travel,Processed,2024-03-01 20:02:14.249017439,,2024-02-17 01:03:00,Travel related expense line for acquisition of GPS tracker,Garmin GPS Tracker G5
,EXP00000466,8000,Travel,Processed,2023-10-04 14:35:06.516842373,,2023-09-26 15:44:00,Travel equipment asset registration,Travel suitcase
,EXP00000467,8000,Travel,Declined,,,2023-07-09 17:30:00,Automatically generated expense line for creation of travel asset,Flight Ticket
,EXP00000468,8000,Travel,Declined,,,2023-09-05 12:58:00,Travel baggage tracking device,GPS Tracker Model X
,EXP00000469,8000,Travel,Processed,2023-10-04 20:16:34.829898636,,2023-09-23 20:07:00,Travel department hardware asset registration,Lenovo ThinkPad X1 Carbon
,EXP00000470,8000,Travel,Processed,2023-03-08 10:27:36.810234818,,2023-03-01 08:40:00,Travel equipment acquisition expense,High-end travel laptop
,EXP00000471,8000,Travel,Processed,2024-04-21 00:15:58.287020149,,2024-04-12 06:45:00,Travel related asset addition,Car Rental Service
,EXP00000472,8000,Travel,Declined,,,2023-08-11 08:42:00,Travel item asset addition,Extra durable travelling backpack
,EXP00000473,8000,Travel,Processed,2023-04-04 10:57:00.000000000,,2023-04-03 10:57:00,Travel expense incurred for new asset acquisition,Airline Ticket
,EXP00000474,8000,Travel,Processed,2023-03-15 14:55:46.689133346,,2023-03-12 13:07:00,Travel related asset creation,Travel Expense Voucher
,EXP00000475,8000,Travel,Pending,,,2023-08-10 02:54:00,Travel related automated expenditure for asset acquisition,Travel Equipment Kit 20
,EXP00000476,8000,Travel,Processed,2023-12-09 15:43:52.396312911,,2023-11-29 05:30:00,Travel related asset purchasing,International Travel Package
,EXP00000477,8000,Travel,Processed,2023-11-10 23:56:27.167626239,,2023-11-07 10:29:00,Travel equipment asset creation,Traveler's Laptop Dell XPS 13
,EXP00000478,8000,Travel,Pending,,,2023-08-08 14:41:00,Hardware asset for business travel,Dell Latitude 7400 14
,EXP00000479,8000,Travel,Declined,,,2023-11-15 07:15:00,Travel-related hardware asset,Travel Pro Bag
,EXP00000480,8000,Travel,Processed,2023-09-29 11:20:35.068235070,,2023-09-10 17:33:00,Travel asset management: suitcase,Samsonite Omni PC 20
,EXP00000481,8000,Travel,Processed,2023-09-15 22:53:00.000000000,,2023-09-14 22:53:00,Travel-related hardware asset,Portable Power Bank
,EXP00000482,8000,Travel,Processed,2023-09-08 02:02:00.000000000,,2023-09-07 02:02:00,Travel assets management,Luggage Trolley
,EXP00000483,8000,Travel,Processed,2023-04-26 00:17:05.490471601,,2023-04-22 12:33:00,Business travel related hardware asset,Dell Latitude 7210
,EXP00000484,8000,Travel,Processed,2023-05-31 16:15:51.516764034,,2023-05-08 07:23:00,Travel expense record for purchase of asset,Travel Luggage
,EXP00000485,8000,Travel,Processed,2023-10-31 09:11:44.762394754,,2023-10-23 07:54:00,Travel related expense for allocation of asset,Travel Kit Essentials
,EXP00000486,8000,Travel,Processed,2023-06-09 18:56:00.000000000,,2023-06-08 18:56:00,Travel Expense Tracker Software Asset,HP EliteBook 840 G7
,EXP00000487,8000,Travel,Processed,2024-02-20 22:45:00.000000000,,2024-02-19 22:45:00,Automatically generated expense line for creation of travel equipment,Business Travel Suitcase
,EXP00000488,8000,Travel,Processed,2023-06-02 10:03:00.000000000,,2023-06-01 10:03:00,Travel equipment asset,Dell Latitude 7400
,EXP00000489,8000,Travel,Processed,2023-02-18 15:16:02.115836912,,2023-02-16 09:43:00,Travel equipment asset registration,Luggage Tracker Device
,EXP00000490,8000,Travel,Processed,2023-02-13 19:33:04.387205999,,2023-02-09 03:07:00,Travel related asset ingestion,Travel Accommodation Booking System
,EXP00000491,8000,Travel,Pending,,,2023-04-05 02:26:00,Automatically generated expense line for creation of travel asset,Luxury Bus 40-seater
,EXP00000492,8000,Travel,Processed,2023-11-24 03:53:45.197875004,,2023-11-21 13:41:00,Travel equipment asset - Portable Global Navigation Satellite System,Travel Garmin GPS
,EXP00000493,8000,Travel,Processed,2023-03-29 06:43:05.133215451,,2023-03-25 17:09:00,Travel-related hardware asset,Portable Travel Router
,EXP00000494,8000,Travel,Declined,,,2023-07-30 09:42:00,Airline ticket booking system,Travel Management Asset
,EXP00000495,8000,Travel,Pending,,,2023-11-27 15:13:00,Travel equipment asset creation,Travel suitcase Pro 18
,EXP00000496,8000,Travel,Processed,2023-02-18 19:49:40.390957653,,2023-02-07 20:20:00,Automatically generated expense line for creation of Travel asset,Travel Equipment Luggage Trolley
,EXP00000497,8000,Travel,Processed,2023-06-26 10:51:54.315298415,,2023-06-08 21:30:00,Automatically generated expense line for purchase of travel equipment,Standard Luggage Suitcase
,EXP00000498,8000,Travel,Processed,2023-10-21 02:09:06.444458676,,2023-10-12 16:47:00,Automatically generated expense line for creation of travel asset,Standard Carry-On Luggage
,EXP00000499,8000,Travel,Declined,,,2024-01-21 23:22:00,Travel equipment asset creation,TomTom GPS Navigator
